text,actual,predicted,error_type
", Whered you end up going? I stayed in & watched SNL, one of the funnier shows theyve done this season.",positive,neutral,positive -> neutral
 Lol at the VATS on The Insiders,positive,neutral,positive -> neutral
im back to this z-index problem...again,negative,neutral,negative -> neutral
The bus is rolling along faster than expected. I might make it home by 6:15. Maybe.,positive,neutral,positive -> neutral
 Good morning! I certainly did,neutral,positive,neutral -> positive
Haven`t a clue about this twitter!,neutral,negative,neutral -> negative
 what do i have? lots of stuff.,neutral,negative,neutral -> negative
Site of our first date - Macri`s Deli - closed.  Lunching at favorite local Greek spot - The Trojan Horse - instead.,positive,neutral,positive -> neutral
Having dinner at Jiuliani`s with family YUM!!!,positive,neutral,positive -> neutral
 Red? wtf happened to dark blue + black stripes?,negative,neutral,negative -> neutral
A message from  Could you let people know I have been booted off,negative,neutral,negative -> neutral
She has an awsome voice. Bored nothin to do i should really consider  going back to school yeah right i`d rather cry of boredom  forever,neutral,negative,neutral -> negative
 nah the lights killed the mood now you got to get out my bed,negative,neutral,negative -> neutral
 cool !! actually i believe T.I. has just begun his jail sentence in arkansas,positive,neutral,positive -> neutral
morrrning. time for school. (: time to learn!,positive,neutral,positive -> neutral
"I`m loving the fact that there is tension on the set of Iron Man 2, poor Gwenyth can`t handle being in Scarlett`s shadow",neutral,negative,neutral -> negative
"so disappointed with human kind   'What`s wrong with the world?'  I have five girls in the garden, innocently enjoying the good weather...",neutral,positive,neutral -> positive
victory for the bulldogs was celebrated by 3 white chocolate cheesecakes  nom nom nom WHATTA FATTYYY,negative,positive,negative -> positive
"Of course, the Evil Day Job wants me to stay longer.  I need to win the lottery.",positive,neutral,positive -> neutral
Will be flying to Ontario in 4 hours!Will probably stay awake.I will be there for a 8 days...Camping 4 the first time YAY!I am sleepy now,positive,neutral,positive -> neutral
wtf?! my tweets aren`t posting   super excited about the weekend! <3jfg.,negative,positive,negative -> positive
"It feels like it should be a Bank Holiday weekend!  I bet it is in France, they`re always on holiday...",neutral,positive,neutral -> positive
@_Glitter_  kk but 4 sum reason its not lettin me vote 4 them,negative,neutral,negative -> neutral
 I`m like so upset with you.. haha.. you never told me the 411..,neutral,negative,neutral -> negative
_Laurie sorry to hear about a horrible weekend! It can only get better! Keep smiling.,neutral,negative,neutral -> negative
Don`t 4 get to call your moms tomorrow...mothers day,neutral,positive,neutral -> positive
 Ouch. Better get used to it. I think 22 to 25 are prime marriage years.,negative,neutral,negative -> neutral
types too fast for her own good. and has been craving pizza for 2+ wks. GAH i hate not having a job i want pizza!  lmaoz why me?!,neutral,negative,neutral -> negative
y must i hve graduation practice...all im gonna is walk,neutral,negative,neutral -> negative
just got back from six flags  wicked fun. even tho i almost died!,negative,neutral,negative -> neutral
liking my fake tan orange colour,positive,neutral,positive -> neutral
"I have to admit, I`m a bit bummed out that I wasn`t with my friends walking today....",negative,neutral,negative -> neutral
 I missed you guys this morning. I`m in Tacoma w/ no KGW to start my day.,negative,neutral,negative -> neutral
 No sucky,neutral,negative,neutral -> negative
 Yum...wish we could be there today. I have a cold and don`t want to infect others...so we will miss our Friday session.,neutral,negative,neutral -> negative
 me and Arlando are totally done. I havn`e talked to him in a LONG time!Now I just have to find a `worth while` man...,neutral,negative,neutral -> negative
 naw idk what ur talkin about,neutral,negative,neutral -> negative
Funniest desktop ever: http://mobypicture.com/?ee2ij3 this way I can see my collegue.,positive,neutral,positive -> neutral
 are u planning on doing cardio for 1.5 hrs? If so that`s very reasonable  whatcha do last night?,positive,neutral,positive -> neutral
"walking the dog on horseforth park, no hangover on a Sunday morning, yay!!",positive,neutral,positive -> neutral
" 'arrest her' or, anything ending in -est that can be done to her.",negative,neutral,negative -> neutral
my computer at work is not working...booo... need a new one!  TGIF!,neutral,negative,neutral -> negative
Ppl dont miss out on me on this Follow Superstar Sunday,neutral,negative,neutral -> negative
Yes we Can  make it ......Obama,positive,neutral,positive -> neutral
 can we please?,positive,neutral,positive -> neutral
 well you scared me saying there may be rustling in the trees!  Happy Sunday to you sir,neutral,positive,neutral -> positive
i need a jb but i dread the fact that it will have to be retail this summer,negative,neutral,negative -> neutral
"Is finally home, fed and ready to go to bed and its only 2:45am.  That`s gotta be a record",positive,neutral,positive -> neutral
its castiel!!!!  [ the angle ],positive,neutral,positive -> neutral
"7846 - almost catching  up, so gonna kick her ****, and woop i will b joing the 10k mile high club soon",negative,neutral,negative -> neutral
recovering from being sick ... anyone want to bring me soup?,positive,negative,positive -> negative
"Plane tickets to UK and everywhere in Europe are BEYOND cheap (for June-Oct!!), but there`s NO gig in the near future announced yet",positive,neutral,positive -> neutral
" oh, joy. We have the Elmo potty video too.",positive,neutral,positive -> neutral
"Apple is also rotten in the center, just my luck",negative,neutral,negative -> neutral
Mount dishes have been conquered. Dish land is ours,positive,neutral,positive -> neutral
"on my 42nd written ****.. i get less ideas every day, and every day",negative,neutral,negative -> neutral
" i do i do, i feel absoulutley fine",positive,negative,positive -> negative
 I am jealous...Ur koi fish are getting ur attention & I`m not.....lmao   I`m kidding!!,neutral,negative,neutral -> negative
 Obviously not too bad,negative,neutral,negative -> neutral
I`m at work,neutral,negative,neutral -> negative
"friday here at last, not much fun when your skint though",negative,neutral,negative -> neutral
 mon ami since 5 years young  I loveeee her. Foreverrr,positive,neutral,positive -> neutral
Oh my `Mix Khichadi` seems to be ready now .. time for Lunch  !,neutral,negative,neutral -> negative
_morley where are you? In Bris? I can`t hear any thunder,negative,neutral,negative -> neutral
"houstatlantavegas, sooner than later, nov. 18th, a night off, successful . over and over for the last 2837 hours - heavennn",positive,neutral,positive -> neutral
_Jo my mask is non-existent at the mo  Charis didn`t send me one & I haven`t been bothered to make one! I`m wearing boy clothes!,positive,negative,positive -> negative
Farewell dinner with my kimmy. Last time i`ll see her in a while,negative,neutral,negative -> neutral
" Think wearing bermudas at the cinema wasn`t a good idea after all, but outside was humid like cwazy!",negative,neutral,negative -> neutral
"I told andrew that JT is going to cameo @ MTV movie awards. He said, 'he`s pissing me off.' guess they`re in a fight",negative,neutral,negative -> neutral
playing the game of watching straight people hook up but can`t leave because of another reason,neutral,negative,neutral -> negative
very malakas ang ulan. how will i go to fort,neutral,negative,neutral -> negative
I am sitting here taking a little break and trying to recharge so I can continue housework,positive,neutral,positive -> neutral
 omg you`ve never seen `the Ring` its a creppy **** movie,negative,neutral,negative -> neutral
 miss chatting with you,negative,neutral,negative -> neutral
 its ok..i was kinda feeling ignored anyway  And its sunday arvo 330pm. Going out for Lunch & WINE!,negative,neutral,negative -> neutral
"_3 U know - kids do what we DO - not what we SAY ... well, don`t we all, really  ....",positive,neutral,positive -> neutral
 I want to talk with but the calls are so expensive  I LOVE YOU,neutral,positive,neutral -> positive
wishes that she has a private jet so that she can go see her BFF @ times like this.. ok ok..ot really thinking of carbon footprint here.,neutral,positive,neutral -> positive
My wife can`t get on the guest list for tomorrows show because it doesn`t exist. LAME. I guess no wife at the show.,negative,neutral,negative -> neutral
Pretty happy with how things have changed over the past 2 months...definitely for the best,neutral,positive,neutral -> positive
"Went for run, my sinuses are pissing me off",negative,neutral,negative -> neutral
 The ball is in motion. I have to type up concepts in outline format we could develop those to ensure we deliver greatness,positive,neutral,positive -> neutral
 hypnotyst .... hmmmm... i should beware..,negative,neutral,negative -> neutral
Tried on all the shoes in new look,neutral,negative,neutral -> negative
"Oh, as usual, I should warn my new followers that I tend to over-tweet during #canucks games. Apologies in advance.",negative,neutral,negative -> neutral
_1990 i kno i came in coz the sun kept going behind the clouds but now it has come back  sat in my window now on the floor lol,neutral,negative,neutral -> negative
